"person","sequence_id","coin","start","sequence"
"davidKL","51","1SGD","h","hhthhhthhtthtthtthhthhhhhthhhttttttttththhhttthtththttttthttthhhhthtththhhhhttthththtththtttttthtth"
"davidKL","52","1SGD","h","hhhttththhtttthhhtttttthttttththhtttthththhthhhtthhtthhhhhhhthhthhtthhthhhthhhthhtththththhhhhthtth"
"davidKL","53","1SGD","h","thththhththhtttthhhhthtttthhhhththththhhhtthhhhtthtthttthtththththtththtthththththhhhhttthhhttthhtt"
"davidKL","54","1SGD","h","tthhhtthhttthtthhhtthtttttttthhhhtthhthhthththhthhththhthhththtthhthththttththhhhtthtthtththttttthh"
"davidKL","55","1SGD","h","hhhththhhhhhthhththhthhhththtthtththtthhtttthhhhthhthttthhhhhthtthhhhtthhthhhtttttthhhhhhhhhhhhhtth"
"davidKL","56","1SGD","h","htttthttththtthttthtthhttttthtthhththhhhtttthttthhhttthhtttttthhhhhhhthhhtttttththhhhttthhtthhtthtt"
"davidKL","57","1SGD","h","thhttthhthtttthhtthttttthtththtthhhhhhtthhhthhthhhhhhttthhtthtththhththtthhhhthhtthhthththttththttt"
"davidKL","58","1SGD","h","httthhhhthtthtttthhhhthhhhhthtthhhhttttttttthhhthtthhttthhhthhhttthtththhttthhhttthtthththhtthththh"
"davidKL","59","1SGD","h","tththththhhttthtthhhhthhhthttthtththhthttthhthtttthhththhthhhttthhhtthtthhthththhhththhhthhttthhtht"
"davidKL","60","1SGD","h","htttthhtttttthhtthhhttthhtthhthhtttttthhthtthhhhhhtthhhhtthttthtththhththhthttthttthhhttthhthhthhtt"
"davidKL","61","1SGD","t","thhtthhtththtthhhthtttthththhthhhhththttttthttthhthththththhhttthtttthtthhtthhhtthhhttthhttthhhhtth"
"davidKL","62","1SGD","t","tttthhthhhhthhhthhttttthhtthttththhththhthhhththtthhthhtthththhhhhthhtththhhthtttttthhththttthhhthhh"
"davidKL","63","1SGD","t","tthththhhthhththttthhhthtththhthhhthhthhhtthhththhhttthtthtttttttthhhtththhtthttthtththhthhhhtththtt"
"davidKL","64","1SGD","t","tttthhthhtttthhhhththtthhtthhhhttthtththtttththtthhhttththhtthhtthhhtthhthhhtthhhthhhhthhttththhthht"
"davidKL","65","1SGD","t","tthhtthhhthhhthhthtthhhthtthtthththtththttthhhththtthtttttthttttthtttthhhttthhththttthtthhthtttthhht"
"davidKL","66","1SGD","t","thtthhttththtthhhhhhhtththhhtththhtttthhhththhhhhhtththhhttthhthhhttthhhttthttththtthhhththttttthhhh"
"davidKL","67","1SGD","t","hthtthhhthhhttthttttthtthhhthhhhthhttthhhttttthtththhhtththtthhhhhtthhthhhtthhhthhtthhhthhttthhthhht"
"davidKL","68","1SGD","t","thhhhththtthttthttthththtthhhhtthtthhthtttttththhhhthttthtthtthhtttthtttthhhhhhtthhtthhhhhhhttttthtt"
"davidKL","69","1SGD","t","thththhthttttthhthtthhtthtththhtthththtthtthhhhtththhhthttttththhtthhththtthhhttthhtthhtththhhthhthh"
"davidKL","70","1SGD","t","hhthttthhthtthtthttttthtthththttthtthtthhtttththttthttthhthhttthhhhttthhtthhhhthhhhhhttthttttthhhhtt"
"davidKL","71","1SGD","t","ththhtthhthtthttthttthhttttththhhthhhhttthtttthhthtthttthtthhthtttthhtthtthhhhtttttttthhthhtttththhh"
"davidKL","72","1SGD","t","thhhhtttthhhhtttttththhhththttttthhhhhhhhhhhtthttttththhhtthtththhthhhtttthhhthtthtthtthhhthhhhttthh"
"davidKL","73","1SGD","t","tttttthhthhhhhththhtthhhthhthhtthhhhhhhthttthhhhhhthtthttthhhttthtttthhhhhttttththhhtttthtttthhtthth"
"davidKL","74","1SGD","t","hhhttttthtthhhtththhtthhthtttttthhhhththttthhthtttttthhthhttthtththtthttthththtttthhhhththhtthtttthh"
"davidKL","75","1SGD","t","ttthhhhhtthtthhhhttthtthhhhhttthhthhthttthhtttthhthhthttthhhhhththtthhtttththhthtththtthththttttthtt"
"davidKL","76","1SGD","h","hhttthhthhttthhhhthhthtthtttthttththttttttttttttthththhhthttthhthtttthhhtthhhhttthhttthhtttththhthtt"
"davidKL","77","1SGD","h","ttthhtttttththhtththttthhtttttttthhhthhtthhthhhtthhhhhtthhttthhhthththhhththttthhthhthhthththhthhhht"
"davidKL","78","1SGD","h","thhhhhthhttttththhhttthhhththhthhhhhhthhhhtthththtththtthhthhhtthhthhtthhthhtttthtttthhthththhhhhhtt"
"davidKL","79","1SGD","h","tttthhttthhtthtthtthhttttthtthhththhhttthhtthhtthhtttththhtththhhhthththhthttthhtthhhttthhhhhhhhhhth"
"davidKL","80","1SGD","h","hhhthhtttttttthhthhtththththhhhththhhhthhhhthhhhtthtthhhththhhtthhththttttthhtthtttthtthhtthhhhthtth"
"davidKL","81","1SGD","h","hhthtthhthththhhhhttttthhhhthttthhhhtthhtthhttththhthhtttthhhthhhthtththtthththttthhththtttthhhthttt"
"davidKL","82","1SGD","h","thhtttthhtttthhhhthhhhhtthhhhhthhhtthththhhhhhhhthtthhhtthhtthhhhhthhhhhthttththhtthhhhttthtthhhthht"
"davidKL","83","1SGD","h","ththhtthhhttthhthhtthhhhhhththtththhtthtthhthtthhhhhthhhthhtthhhhhhttttthhhhtttththhthhhhthtthhttthh"
"davidKL","84","1SGD","h","httttthttthhhhhttttththttttththhhhhtttthttthtthttthttthhhthhhthhhtthhttttthtthhthhtththhthhthtththhh"
"davidKL","85","1SGD","h","htttthhhtttttthhthttttttththhhththhhhtttthttththththhhhtttttttthhhttthththtthtttththtthhhhththtththh"
"davidKL","86","1SGD","h","hhhhthtthhtttthhhhththththhhhththtttththttthhthhhhtttthhhthhthhhthhhthhhththtththhththhhhththhhtttht"
"davidKL","87","1SGD","h","hhhttttthhtthtttthttttttthttthhhhttthhhhhthhtthhhtttththhttthtththhthhhthhthhhhtthhththhthhhttthhthh"
"davidKL","88","1SGD","h","hhhhhhhhtthhtttththttthhhhtttttthhhhtththtttthtttthhththhthtthtthtththhhthtththhhhhthhhhtttththhtthh"
"davidKL","89","1SGD","h","tttttthttttthhtthtthhtttththhhhtthttthhhththttthhththhttthtththtttthtthhhthhhhthhtttttthhtththhhhhhh"
"davidKL","90","1SGD","h","thhhttthtthhhhhthhhhhtthhtttthhtthhhhhthhtthhthtththththhtthttttttttthhhthhhhhhhhhttttthhhttthhhhhth"
"davidKL","91","1SGD","t","hthtthhhhhhttththhhhhttththhhhhhtttththhttthttthtththhhhhhhhhhhhtttththhtthtthththhhtthhhthhhthttthh"
"davidKL","92","1SGD","t","ththhhthhhthhtttthhhtththhhththhththttthtthththtttththththtthtttthhthhhttthhththtthhtththhhhhtththtt"
"davidKL","93","1SGD","t","ttthtthtththhthhhttthhhhhhhthtthththtttthhhthtthtthhttttthhtthhhthhhhttthttthtthtthttthhthhttthhthht"
"davidKL","94","1SGD","t","hhhhhthhthhhhhhhththtthtthhhhtthttthhhtttthhthtthththththhttthhttththhhhhhtttthhhttththtthhhtthtthhh"
"davidKL","95","1SGD","t","htthtththhhtthttttthhhhhthhtttthhhhhththtttthththhttthttttthhhhhttttttthhtththtttthtthhthtthtttthhth"
"davidKL","96","1SGD","t","hhhhhhthhttttttththttthhhhtthhhhhhthtththhtthtthhhhttthhthththhtthtttthtttthhhhtttthhtttttttthtththh"
"davidKL","97","1SGD","t","thhttthththtthtthtthhttthttthhtthhhtthhtthththhttthhtthtthtthttthhhtthhttthhthhhhthhhttthhhthhhthhtt"
"davidKL","98","1SGD","t","tttththhhhhhhtttthhhthttththththhhtththhhththtttththhhhhtthhhthttttthhhhttttthhhhtthhhthtthhhhhhthth"
"davidKL","99","1SGD","t","hhttthhtththhtthtthtthtthttthhhthtttttthttthtththththhhthtthhtttthhtthhhhhhhthtthhtttththhhhhththhht"
"davidKL","100","1SGD","t","tththhthttthhhhthhtthtthhhthhhhthttttthtttthtttttthtthtttththtthtththththtthhthtththhtthhhttttthttht"
"davidKL","101","1SGD","h","thttththhthtttthtthhtthhhhtththhthhhhttththhthttttthhthhhhhthhhtthhtttthhttththttththhhhhhthhhhttthh"
"davidKL","102","1SGD","h","htththhhhhhhthtthttththhhthhthhththhththtthhttthtthhttthhtthhtthhtttthhhhhhtthththhhtthhhthtthhtttht"
"davidKL","103","1SGD","h","ththhhhthhhththtthhtttthttttththhthhtthhhthhttttttthhtthhtthhthhtthhhhtththtthhhhttthtthhththttththh"
"davidKL","104","1SGD","h","ttttthtthhhttthhthhhttthttttthhththhttttththhthhhthththttthttthhhthtthhhhhhttttthhhtthhhttthttttthht"
"davidKL","105","1SGD","h","thtthhhtthtttththtthtthhtthttthhhhhhhhthhhttththttttttthhhtththhthhhhhhtttttthtththtttthhhthtthththt"
"davidKL","106","1SGD","h","httthttththtthtthththththhhthtttththhhhhhtthhthhhttthttthhthhtthhhththhhhhhhthhhhhhhhhhhhhhttttththh"
"davidKL","107","1SGD","h","hhthttthhhhthhttthhtttttthhththhhtthtttthhtththttttththtththhhttttthtttttthhhthtthhtthhthhhthhtthttt"
"davidKL","108","1SGD","h","hhhthhhhthhhhthtthhhhthhhthhthttthhtthttththhhttththhhthhhttthtthhttthhthttthtthhttthhhhthhhhhthhtth"
"davidKL","109","1SGD","h","hthththhhhhthtthhhtttthhhhttthttththhhhtttththhthttththtthtthhhthhhhthttththhhhthththttttththttththh"
"davidKL","110","1SGD","h","thhhthhtthththhhhhththtthhhtthtttthththththththttttttthhtttthttththhtthhhhthhththhhthttttthhhththhtt"
"davidKL","111","1SGD","t","hhthttthhhtttttththhthhhththtthhththhttthhhhhhhtthttthhhhtthttthhththhttttttthhhhhhhhhhthttththtthtt"
"davidKL","112","1SGD","t","tttttthhttttttththtthhttthttttththhthhhtthtththtthhttttththhhtttthhthththhthhtthtttttththtthhtthttht"
"davidKL","113","1SGD","t","htthhthttthhhhhttttttthhthhhthhtthhhtthttthtthtthhhhtthhhtththtththhhhttthhhtthtttthttthtthhhthhthtt"
"davidKL","114","1SGD","t","thhhthtthhtthhttththhhhhttthhtttthhhthhthththhhhhhthhttthtttthhtttthttthhhthhhhthhhhhhhttttthhhhhttt"
"davidKL","115","1SGD","t","hthhhththhhthhhthhhhhthhtththhhthttthhhhtthhthhhhhtthhthtttthhttthttttthhhtthhhhhttthhttthhttthtthtt"
"davidKL","116","1SGD","t","htthhhttthhtththhhthttthththhthtthhhthhttthhhhhhhhthhtthhhhhthhthththhtthhhthhtthththhhhhhhhtthhhtht"
"davidKL","117","1SGD","t","hhthtththhthththttthhhtthhhttthtththhhthhthttththhtttthtthhtttthtttthtthhtttthhhhhhthhhthhhhhtttthtt"
"davidKL","118","1SGD","t","tthththhhhhhttttttthtthtttthtthhtttttthtthhhhthhhtttttttthhhthhhtttthttthhthhththtttttththttthhttthh"
"davidKL","119","1SGD","t","ttthtttthththhthttthhhhthhhtttthhthhhthhhhthhhttttttthhhttttththhthhthhtttththttththttttthhhththhhth"
"davidKL","120","1SGD","t","thtthhhthhtttttthtthhhhhththttthhhhhtthhthhhththhhtthttthtthhhtttttthhttttththttttttththhhhhhtttthhh"
"davidKL","121","1SGD","h","httthtthttthhhthththtthttthhhtthhhhhththhhhhtththtththhttthhtthhththttthtthhhttttthhhhhttttthhthhtht"
"davidKL","122","1SGD","h","hthhtttthhhttthtthtthhthhhthhthththhhthhthhhhhthhhhttthhthhhththtthhhhtttththtttthhthththtttttthhttt"
"davidKL","123","1SGD","h","tththhtthhhthhhtthhthttthhhhttthhhhhhttthtthththhhhhttthttththhtthththhhhthhtttththhththhtttthttthhh"
"davidKL","124","1SGD","h","ththhhhhtthhththttthhththhtthhhhhtthhhhhhhttthhhhhhthhhtthhhhtthhthhthhhthhtthttttththhhhthhththhhhh"
"davidKL","125","1SGD","h","htthhhhttthtttthhthtttthttthhhttthttttthththtthhhhtthhtthhhhthttttttththhhhhhthhhhthhhthttthhhtthhhh"
"davidKL","126","1SGD","h","tthhthtttttthhtthtththhtthhhtttttthhtththhtththththhhhthtththhthththtthhhhththhhtthhtthtthtthtththth"
"davidKL","127","1SGD","h","thththhhtththhtthhhthtthttttthhhhttthhthththhhthhtttthththtthhtttthhhthttthtthttththhthhhhhtttthhhht"
"davidKL","128","1SGD","h","hthtttththhttththtthttthtttttthtttthhhthhtthtthhthhtthhththththtthhttthttthttttthtttthhhththththhhhh"
"davidKL","129","1SGD","h","htthhhttthhhthhtthttthhhtttttthhtttthtththhththhthhthhththhtththhttthhhhttthtttttthhthhthtththtthhht"
"davidKL","130","1SGD","h","tthhhhthhtthhhhhthhhththhhhthttthhthhhhthttththhhhhttthtttttthhththtththhthhthhhhtttthhhhhtttththhhh"
"davidKL","131","1SGD","t","hhhtttthhhthhthhhththttthhthhtttthhhtththhttthththttthhththhttthttttttththtttthhhhhhthhhhhhtttthhhht"
"davidKL","132","1SGD","t","htthhhhhhhhhthttthhtthhtthhtthththtthhhtthhhtthththtttthhhhthtttttthhhthththhthhhththttthhhhhhhttttt"
"davidKL","133","1SGD","t","hhththhhhhhthhtthtthhthttthhtthtthththtttttthhhhtthtthtthtttthtthhththtttthhhhttthttthhhthhthhhtthth"
"davidKL","134","1SGD","t","hhhthhhthhhtthtttttttthttthhthtttthttthhhthththtthththhhtttththtththtthhhhtththhththththhthhhtthhhhh"
"davidKL","135","1SGD","t","ttthhhhtthhhhtttttthhhhhtthhhtttththhhtttththttttthhhhhhhhttthhhtthhtttthhhhhtthtthhhhtttthhhhthhhtt"
"davidKL","136","1SGD","t","hhhtthtthttthtttthhtthhtththtthhhtttthhthththhhhthththhhhhhhtttttthtttthhhhthhththhhtttththhthhhthtt"
"davidKL","137","1SGD","t","tttttthhttthtthhhtthhhthtthttthhttththhtthttththhhhhhhtttthththhtthhtthtthhtththtthhtthhthhhttttttht"
"davidKL","138","1SGD","t","thhthhhhthhthhhthththhhthhhhttthhhtththhhhtttthhhhhthhththtthtthtthhttttthtthhhttththhhththhtthtthht"
"davidKL","139","1SGD","t","hhhtttttththhhthhhhttthththhhhhthttthhttttthttthhhttthtthhhthhhhhtththhthhtththhtthhhtthhthhhthttthh"
"davidKL","140","1SGD","t","thtthhtttttthhhhtthhhhhttthttthhthhhtthhhhhtthtttthhtthththhtthhhhththtttththtthttthtttthhtththhhhtt"
"davidKL","141","1SGD","h","httthhththtthtttththhththttthtththhtttthhhthhthhhttthttttttthtttthtthhttthhhtthttthhhhthhtthtttttthh"
"davidKL","142","1SGD","h","htthhhtthhhhhhtthhhththtthtthhththhhhhhhhhhththttthtththtthhhthhhthhthhtthhhhhhhtthhtttttthtthttthhh"
"davidKL","143","1SGD","h","tthhhththhhtthttthhhhtthtthhtttthhthhhthhthhhhhhttththtthttttththththhhhthhtttttthtthhhhthhhhhttthtt"
"davidKL","144","1SGD","h","thhhthhtthhhttttthttttttttthtththhhhhhthhhhttttthtthhhtttthtttththhtttthhttthtttthhththtthhthhhhhhht"
"davidKL","145","1SGD","h","thhhhtthhhhhhttttthtthhhhttttthttthththhtththhhttthhththttthhtttttthhhtttthhhtthhhhttththhtttthttttt"
"davidKL","146","1SGD","h","thhththhhhthhththhthtttthhhttttttthhtthtthhhhhttthttththtthhhththhthhhthtthththhtthhtthhtttttthththt"
"davidKL","147","1SGD","h","hhhthhhhtththtttttthttththhtthhhtthtthtthhttthththttthtthttthhtthhthhttthttthhhthtththhhhhhtthhhthtt"
"davidKL","148","1SGD","h","thttttthhhttthhhhhhthtttthtttthhthhthtththtttttthhthtttthhhhthhhthhtttthtthttthhhhtthhthtththttthtth"
"davidKL","149","1SGD","h","hhhththhhttttthhthhhthhthhhhtthhthhttthttthhhththhhthtthhhhhhthhtthhtthtthhhtthhhtttthhttthhhtthhttt"
"davidKL","150","1SGD","h","hhhttttttthththhhtttthhthtttthhttttthttthhhtthththttttthttththhtttthhhhhthhtththhhhtthhhhthttthhhhht"
"davidKL","151","1SGD","h","thhhthtthhthttthththhhthhhhhththhhhtthhtthhtthhhthhhhhtthhhhh"
